,cleaned_review,Rating,Predicted Sentiment,Sentiment,Overall Sentiment,Subjectivity
23,great great price super extensive menu restaurant adult themed explicit enough would feel uncomfortable maybe spot would bring grandma unless kind relationship idk life option vary exotic value bring foodie friend well plain pasta type friend still everyone able find something menu great beer deal menu item priced extremely reasonably wont break bank wait get long process get seem confusing add name sheet outside door eventually called service definitely pin point wait staff particularly attentive willing commit flagging waiter need something exchange yummy unbeatable price certainly worth back,4,0.5,0.21519274376417238,4,0.5539115646258503
24,great great price super extensive menu restaurant adult themed explicit enough would feel uncomfortable maybe spot would bring grandma unless kind relationship idk life option vary exotic value bring foodie friend well plain pasta type friend still everyone able find something menu great beer deal menu item priced extremely reasonably wont break bank wait get long process get seem confusing add name sheet outside door eventually called service definitely pin point wait staff particularly attentive willing commit flagging waiter need something exchange yummy unbeatable price certainly worth back,4,0.5,0.21519274376417238,4,0.5539115646258503
25,really miss stewed pork belly oh goodness,5,1.0,0.2,3,0.2
26,ive always big fan kenka large menu great price includes cocktail beer actually 2 men he one common japanese raining form rice dish noodle sashimi skewer menu interesting choice people like interesting food worm fried riceits hard suggest plate would recommend trying little everything love sashimi combo came another person ordered around 7 dish typical pair would eat lot small dish would want try variety,5,1.0,0.1014194139194139,3,0.4169413919413919
27,awesome get ready wait showed restaurant opened already huge line saturday night take name party size sit anxiously waiting called debated getting slice pizza beforehand hungry come something stomach inside restaurant dark funky fun japanese decor menu almost feel like comic book hugeluckily friend japan knew ordershe said kenka give similar experience authentic japanfood great would recommend fun night dont come hungry,4,0.5,0.2791666666666666,4,0.55
28,one favorite line opening want get table put name written list outside restaurant outstanding alcohol cheap service responsive even though busy able continuously put order throughout night definitely become repeat customer,5,1.0,0.2857142857142857,4,0.5785714285714285
29,hype would suggest go somewhere else onkonomiyaki fully cooked onion still raw taste batter ask replacement came back fully cooked takoyaki frozen microwave since middle hot outer part cold yakotori cooked 1 side glazed tasted bland curry watered downed pork fresh must frozen good thing beer,1,-1.0,0.031570512820512826,3,0.5306089743589744
30,2 star service 3 star 4 star ambiance visiting town happened east village late night wait ended walking around bit till table ready really great divey atmosphere great late night meal drink service really really bad already drink okay patiently waiting took 20 minute sat get order waitress took drink order left immediately even though still orderingwas going put order well okay waited another 1015 minute flag someone order im pretty aggressive flagger tough situation menu hilarious creative take time read get laugh keep busy wait flag someone honestly love style art vibe reminds time visited japanonce drink started flowing started coming good amazing quality divey looking everything well prepared intricately delicious absolute favorite employee bento surprise didnt know getting told employee fed night dinner lucky bastard buttery soft rice seasoned cooked perfectly bukkake cold udon pretty interesting eat flavor erupting mouth bc like mix thing buy maybe better mix hahacotton candy sugar given end make cotton candy outside machine look dirty hell line way long skipped,3,0.0,0.24826388888888892,4,0.6494791666666666
31,would probably give 3 star quality always good time come despite long wait make sure come early put name table get super busy around dinner time later night get seated pretty quickly also interior even menu xrated aware bringing friend family lol menu large selection drink japanese dish choose theyre pretty cheap dont think ive ever spent 20 always get tako wasabi karaage fry curry udon ramen ramen mediocre doesnt much flavor cant complain since 5 lot people come share beer tower 30 friend stick 150 sapporo overall fun go friend date night since order several dish share reasonable price also give cotton candy sugar check make right outside leave,4,0.5,0.1902777777777778,3,0.4341600529100529
32,really hope get reopen near future would shame lost arguably bestcheapest japanese restaurant nyc,5,1.0,0.07500000000000001,3,0.18125000000000002
33,awesome spot wait long dont take reservation best thing go open prepare wait hour table ordered many different thing everything delicious tapa style price great order anything catch eye service great pretty fast complaint table dont leg room comfortable go back try everything else didnt get try time,5,1.0,0.4,4,0.6
34,okay restaurant filthy fly everywhere surface sticky health rating currently c,1,-1.0,0.125,3,0.7
35,eh okay super hyped passing long line everyday way home work finally decided try friend came visit sadly live expectation sum predominantly japanese classic tapa menu lot meat seafood ramen rice dish choose option plentiful ordered fried chicken appetizer best thing okonomiyaki seafood pancake omurice fried rice omelet curry udon eh salty takoyaki bad everything ok especially dirt cheap price overall salty thing honestly oversauced overpowering natural tastiness actual served however good price drink asian beer move setup also really fun like entered secret world lost midst east village would recommend onetime stop looking new happy hour environment friend sake value price rave 35servicespeed 35price college student budget ambiance casual little seating space youll lucky grab spot insidewould return recommend 35instagramcomgrubgalzfollow grubgalz instagram review content,3,0.0,0.12476150392817059,3,0.5372053872053871
36,came dinner seeing dr yamadas post weird exotic item choose come front pub list people write name establishment served firstcomefirstserve basiswhen entered colorful decorated poster went restroom heard music resembles kagawa folk song konpira funefune 金比羅船々 restroom saw graffiti japanese one said kenka daisukiordered makanai kaeru karaage bull penis motsuni tonsoku makanai resembles korean hoedeopbap raw fish bibimbap mix wasabi bottom eating kaeru metaphor episode ash release greninja save kalos rootsthe majority weird exotic item werent available end choosing item dont eat frequently japanese cuisine sitting able see kitchen able see several okonomiyaki grilled okonomiyaki always osaka style ingredient mixed unlike hiroshima style ingredient layeredi able see mannequin ultraman restroom come think gen used megaman pokemon ever become enka singersongwriter rokyoku recitalist would usually put kimono instead suit make megaman debut would rather put darkblue kimono megamanexe daisho wielding electrified katana pokemon kimono consists titular pokemon color titular pokemon signature pose enka pseudonym shinichi yanagawa 梁川新一 rokyokyu pseudonym heihachi minami 三波平八 see anime enka go pixivnetmemberphpid understand japaneseif ever become saburo kitajimas disciple andor work nintendo spokespersonmarketeer would expect bar like one would guzzling beer sake colleague,5,1.0,0.11289592760180997,3,0.46097285067873306
37,looking really nice japanese yakitori take date fancy evening restaurant however looking super kitschy super fun fairly traditional yakitoriizakaya huge selection japanese comfort ton different japanese beer sake looking cheap love kenka menu seems go forever everything grilled meat fish ramens udons curry japanese classic everything priced inexpensively couple easily eat drink fill le 50 everything come quickly line get wont spend lot time eating dont want caution everyone quite different naked imageseffigies scattered around restaurant planning bringing young kid keep mind great latenight drink spot east village,5,1.0,0.23500000000000001,4,0.4866666666666667
38,isnt great fun cheap hang friend also give shot glass sugar use cotton candy machine way,3,0.0,0.5,4,0.5499999999999999
39,ive waiting try ive gotten eat twice last 2 visit nyc every time pas line long af im going say 100 worth definitely fun check group friend try put name list early possible atmospherethis fair amount shock value like definitely unique might shy away bringing kid appreciate basket floor hold bag like japan wish seat little comfierservicethe service could definitely better im assuming slow mostly sheer volume people time weekend also wish came faster probably slow reason theyre always bustling kitchenfoodthe may good japan definitely made reminiscent japan wide variety dish choose try try everything dont expect anything extravagant super filling izakaya meant shared heavy probably still get full spending 25 beer 1 huge plus party,4,0.5,0.11003787878787877,3,0.5287878787878788
40,ordered bull penis hour never came penis never camei never understood appeal 8 pitcher decor bull penis provocative outside squeamish novelty food nothing special mixed feeling service waitress nice really apathetic order table 4 would come 15 minute apart thats came im still looking penisanywho big dealthere one instance friend came later wouldnt let sit didnt specify exact number guest sure fine whatever maybe policy blah blah blah dont see much concern since literally extra unused seat right next u part wasnt bad sucked like hour half im still waiting bullpenis friend left wouldnt seat gave u check autocancelled penis request likely werent cooking like think live cow back struggling castrate whatever im adult could afford go somewhere else pitcher slightly moneyat regular interval play marching audio taking shit feel lot like internment camp didnt convince doesim kidding ok like parallel,2,-0.5,0.08071188071188072,3,0.33294894406005515
41,excellent spot grab delicious authentic japanese reasonable price ordered fried octopus around 8 udon noodle 5 toro sashimi around 8 katsu around 8 filling affordable would highly recommend prefer fried japanese one thing note wait time long arrived half hour restaurant opening hour 6 pm waited almost hour upon arrival important sign one coming solo wait time short bar seating available,5,1.0,0.2869444444444445,4,0.5130555555555556
42,kenka definitely solid spot college student super casual vibe underground seems somewhat hipster price dish range 812 pack punch usually get takoyaki appetizer got meat stick forgot name wasnt worth ordering ordered gyu bowl fried rice honest wasnt stellar definitely could get better option elsewhere give advice suggestion think curry rice dish tonkatsu hamburger steak worth giving try highlight spot able make cotton candy stick given u meal also great spot grab pitcher beer split friend didnt time done previously love coming vibe,3,0.0,0.2564102564102564,4,0.4775641025641025
43,came back celebrate birthday time around good experience decided order usual although price consistent unfortunately goodyakitori combination barbecued nicely meat tender takoyaki good amount octopus crispy exterior fluffy interior generous condimentsbeer nothing much say alcohol cheapthe badservice waitress rude hostile u went intentionally ignored u asked bill get another waitress always give benefit doubt come service ive worked industry understand get busy time hard ignore mention went right opening one first one get seated dont know could angering even thing tough outside work never let reflect attitude make sure respect customer expect respect otherseverything else ordered everything else noticeably lacking seasoning flavor texture combination ordered stir fried udon fried rice karage pork katsu bbq squid okonomiyaki kimchi pork usually dismiss poor service make unfortunately didnt therefore wont returning againphils 5scaleambiencesetting 11service 01food 13total 25,2,-0.5,0.025257936507936507,3,0.5116468253968254
44,visit youre looking fancy exquisite mealnor bring family youre looking lively night friend feeling like youre japan probably youthe decor pretty explicit people might feel little uncomfortable doesnt faze come eat drink great timethe drink pretty cheap considering location itselfis decent ramen broth lacked depth flavor takoyaki okay among everything would probably recommend yakitori skewer chicken karage fried chicken katsu pretty good youre feeling extra daring try exotic menu get frog pig brain etc im asian stuff doesnt faze eitheralthough mediocre find coming back time time great vibe also carry lot nostalgia,3,0.0,0.16827651515151515,3,0.6983333333333333
45,ambiance loud chatty there someone cool dark space taking detail like comically colorful picturefilled menu every eccentric decoration sink faucet wall art 1 service felt bit rushed condescending could explained sugar end cotton candy food1 yakitori combo platter 35 good share try bit everything octopus chicken pork id say chicken best skewer tasted dry overcooked 2 yaki soba 45 also shared since good amount really hit spot right amount sauce noodle texture overall loved cheap price 8 beer pitcher remember izakaya experience questionably raunchy decor amusing poster id return try popular item like takoyaki russian roulette okonomiyaki,4,0.5,0.2009523809523809,4,0.5942857142857143
46,love weird menu delicious server didnt really come u didnt really mind cu thing friend came laaate one night drinking could tell majority people situation u people little tipsy annoying part everyone really lol,4,0.5,0.1515625,3,0.6375000000000001
47,love vibe allits crowded dim uncomfortable chairsbut find keep coming back really cool interior feel like youre really small izakaya japan price affordable good enough also sake beer greta price im partial sake since give entire glass 10 house sake either selection span two pagesoverall id recommend anyone looking memorable experience make sure come early sign name though long expect sit always come 530pm open reason,4,0.5,0.12333333333333332,3,0.5509259259259259
48,reasonable price best bang buck authentic bustling little kinky chair definitely comfortable sit long time service price beat anything even sashimi platter wonderful price please visit expect long wait friend waited hour,4,0.5,0.3515625,4,0.59375
49,inside outside creative outside could use space seating people dont crowd front store attracts lot college student friday saturday holiday break expect packed price great menu absolutely huge drink menu also great quality actually good pricing made mistake order ill mark mistake big date order fried tofu gooey outside possibly undercooked taiwan ramen delicious rice bowl two mistake great definitely go back,4,0.5,0.32142857142857145,4,0.5714285714285714
50,im totally sure hype friend got giant beer tower got pretty drunk wanted nice dinner friend got seated immediately went tuesday night entire party arrives make sure entire party present dont want waitonce opened menu saw many healthy option lot item looked like fried drizzled much sauce butter good thing menu picture picture overwhelming eye shade brownbeige due fried carby food price also marked price pretty cheap take 14 picture sometimes couldnt see picture well ordered japanese pancake green tea ice cream hotate buttered mushroom say feel pretty meh ordered pancake covered much sauce mushythe green tea ice cream tasted like sweetened artificially soft option enjoy hard serve item scallop small portion overcooked buttered mushroom good bit burnti suggest getting actual friend got beer enjoyed beersthe chair also small would quite uncomfortable sit extended period time short small expect see kindergarten classroom,3,0.0,0.13480392156862744,3,0.5763071895424836
51,legit loved went friend saturday drink atmosphere really cool drink well priced area thing get busy dont take reservation,5,1.0,0.3833333333333333,4,0.5833333333333334
52,friend feel pork chop katsu microwaved expected even refused cancel ate come waited till 9 get never come back aware,1,-1.0,0.049999999999999996,3,0.21666666666666667
53,cheap beer great quality yakitori skewer platter must especially darn cheap price throw 150 beer dealmake sure write name extremely early 530pm miss 1hour first wave get seat,5,1.0,0.35000000000000003,4,0.6674603174603175
54,good price unique environment big menu lot choice there wonder there always long wait worth there even full menu strange choice takoyaki roulette one piece filled wasabi,5,1.0,0.253125,4,0.475
55,disappointed service provided friend long committed customer love atmosphere recent experience u never return ever 1 sanitation restaurant terrible gnat everywhere one fell friend sake 2 ordered tonkatsu fried rice restaurant said make special order really appreciate effort going far however came smelt nasty foul fish scent fried rice red flag took one bite knew seafood rancid cooked called waiter see could take bill said cant since special order cant anything thats fine cant anything want clearer explanation literally made nauseous ate fried rice dish expectation time willing pay whole bill want see option take one order bad 8 dollar bill spoke manager straight called u rude paying made effort make first never said paying wanted clarification could anything else u since bad there difference making effort actually making something good manager blamed knowing much sodium therefore nauseous hell supposed know later stood said conversation work 4 table left restaurant le 8 customer left kenka reputation losing customer terrible customer service time going lose lot never coming back dont ever expect anyone friend come either cant know difference effort good service sayonara kenka,1,-1.0,-0.03818027210884352,3,0.4699829931972789
56,always packed good reason styled like hip fast paced izakaya great enjoy delicious japanese grab beer friend highly recommend trying raw wasabi squid bold great pairing drinking thing must fried oyster takoyaki cold pitcher cheap beer come right time end gut busting meal free freshly spun cotton candy outside,5,1.0,0.30926739926739927,4,0.5908699633699636
57,waitress short hair japanese lady said manager theretaking order serving always porker face look like really hate costumer dont know happened come work server smile unbelievable rude every server else good come unprofessional staff manager,1,-1.0,-0.05000000000000001,3,0.5
58,live right around area ive walked across street kenka located multiple time ive never noticed need take couple step downstairs enter restaurant english name isnt located anywhere outside town friend wanted come first impression entire restaurant decorated pornography even glass room inside restaurant mannequin posed overly sexual position interesting wait nearly 35 minute turn weather nice friend enjoyed sitting bench outside chatting waiting turn pretty cheap menu insane got headache trying read menu 40 item page picture match could tell wasnt going good wasnt hungry let friend order couple item entire table alcohol also ridiculously cheap new york friend ordered huge beer tower 38 cheaper order 4 pitcher 8 pint japanese beer 150 im beer hard liquor girl ordered two cocktail peach calpico mango calpico really good couldnt even taste alcohol could definitely feel alcohol finishing one glass foodis honestly great wasnt expecting anything either managed lower expectation believe ordered sausage pork belly seafood pancake thing cant even remember mediocre pork belly dry difficult chew expected sausage asian sausage theyre literally american hot dog seafood pancake wasnt bad actually enjoyed crunchy texture cabbage dont really think people come eat nonetheless fun drinking talking anyways interesting vibe chair extremely uncomfortable tiny bother dont space leg fit underneath table spread leg cross leg side never realized important dining furniture came squatted tiny chair,1,-1.0,0.12613882329791426,3,0.5321649940968122
59,awesome price wait range 15 minute 2 hour interior dark chair table tiny would definitely order rice ball takoyaki russian roulette appetizer takoyaki basically come 6 octopus dough ball one filled wasabi feeling daring check kenka menu special bull penis pig brain raw tuna egg silk worm fried ricethe waiter nice quick accommodating would definitely come back grab late night meal friend,4,0.5,0.15459284305438153,3,0.5333051563820794
60,kenka isnt cleanest dont expect quiet intimate conversation great spot laugh drink lot cost experience nothing beat kenka great pregaming andor postnight snacking come quick hot wellexpect pretty long wait youre going big group friend,3,0.0,0.2883333333333334,4,0.5383333333333333
61,disappointing know anything japanese izakaya shit fun decor terrible ignorant server takoyaki clearly nuked okomomiyaki wasunrecognizable im pretty sure ordered particular sake brought u terrible substitute surprised server japanese since actually displayed antithesis japanese behavior obviously raised u avoid cost,1,-1.0,-0.09222222222222222,3,0.5203703703703704
62,one place go drink relatively cheap tried tako wasabi pork kimchi thing okonomiyaki agedashi tofu squid skewer bottle sake agedashi tofu okonomiyaki favorite definitely worth trying also ordered bottle sake wasnt menu dry fruity also worth trying favorite sake thats menu chance make sure ask,3,0.0,0.34761904761904766,4,0.6269841269841271
63,great street style japanese bar drink affordable price quality great portion well worth decor funky feel feed ambiance whole great go night complaint wait bit long seat bit small uncomfortable,4,0.5,0.18000000000000008,3,0.475
64,authentic japanese foodcame 530 weve waited half hour restaurant open already linesthe egg rice pretty impressive pricethe beef rice oily opinion didnt enjoy muchthe japanese style pancake wasthe worst dishbut definitely worth money cheap get taste traditional japanese,4,0.5,0.1294871794871795,3,0.4974358974358974
65,memory kenka bit hazy 150 draft make easy forget whole night remember tiny chair weird menu cheap ehh servicewe fortunate enough get seated right away around 7 pm maybe rain wednesday either way complaining heard hard getting table interior great sexually themed along menu menu ton ton small plate choose two u didnt get chance try much ended getting grilled salmon fried chicken great salmon nice salty thought beef udon average next time come back small plate waitress seemed like didnt want wasnt one came back check u either good cheap drink make anyday,5,1.0,0.15988612836438926,3,0.5519151138716356
66,wait worst drink cheap amazing youre paying service also pretty bad many damn people herekenka go want meet group friend id recommend 6 le unless want wait eternity able drink good japanese time without paying absurd price fried sushi ramen fried rice name got wouldnt recommend ramen though literally way better ramen shop across street without insane wait mostly want drink also special menu thing like bull penis etcyes loud everyone good time bring kid type offended easily please dont come nude picture art guess theyre aiming restaurantbar put whatever decor want make feel like izakaya run express want without worry catering whim customer,4,0.5,0.13767507002801124,3,0.6939075630252102
67,im baffled see establishment think get away kind unprofessional rude treatmentwe would always walk past wanted try came saturday 318 dinnerbeing weekend wait waited time fine u one star review happened ventured inside placeour server reason thought give u attitude rude service server name nozomi first sure seemed much rush take order question drink menu wasnt willing answer red flag 1 45 minute order tablewhen asked server replied rude tone ill let know ready ask one time whats happening said cant guarantee coming seriously girl 50 min order still dont know happening kitchen top instead apologizing give u attitude inquiring foodred flag 2finally came rice though advertised fried rice chicken even single piece meat mediocrecoming cheque obviously tip rude unprofessional service audacity follow u outside restaurant ask u tip herwhen told rude reply busy todayjust peak time restaurant rudethis server definitely need crash course hospitalityshe said also said dont ever come back restaurant red flagsokay ill never come back restaurant ill also make sure people dont make mistake coming establishmentavoid cost,1,-1.0,-0.025451559934318555,3,0.5135194307608101
68,came eat around 1100 pm filled upfood miso ramen 8 could better one piece pork belly rest noodle overall good eat want spend much hungry dish tapa style plus get make cotton candy done,3,0.0,0.36,4,0.44000000000000006
69,came little past midnight weekend wait havent year thought would go back remember terrible boy wrongi ordered katsu bunch friend ordered ramen noodle katsu insanely hard chewy would stick teeth like chewing piece rubber absolutely flavor best part dish rice wasnt amazing ownthe reason giving one star service get restaurant tell 8 minimum per person big deal friend werent hungry got ramen 8 thought would come fast wasnt even packed however even one hour ramen hadnt come hard cook ramen definitely doesnt take hour kept telling u coming coming waited insane amount time already friend furious people got friend didnt get ramen cancelled ramen order refused wait longer ridiculous coming back dont understand hype around usually there insane line 89 pm terrible terrible service,1,-1.0,-0.24232456140350878,2,0.5991228070175438
70,boyfriend stmarks looking eat dinner came across kenka without knowing went 10 minute opening wait line seated right away overwhelmed variety menu much choose first awed cheapness 15 time cheaper normal dining price ordered sashimi deluxe yaki onigiri katsu curry katsu curry good would rate average yaki onigiri bland rice bit dry two onigiris served u order one serving one lot say sashimi deluxe ill say fishy room temperature never stop moving chopstick front sashimi put chopstick trying piece friend reading would know say lot foodwe ordered additionally cheese harumaki yakitori deluxe honestly cheese harumaki best cheesy moderately salty full yakitori deluxe served try piece couple friend recommended menu however spat half smelly greasy oily especially meatball yakitori would recommend feeding ur friend prank service moderate went smoke placed napkin beer glass prevent dust dont know beer cheaper tasted better usual two pitcher kirin sapporo atmosphere japanese sexual would recommend going drink dinner somewhere else,3,0.0,0.20542857142857143,4,0.6260952380952381
71,used among favorite hadnt 2 year today dinner friend realized good anymore disappointing got okonomiyaki almost cold katsudon tasted flavorless waitress reluctant taking order really sad say come back due disappointment minimum 30 min wait even though 20 min opening shame restaurant offer vintage environment guess since kinda become famous attract lot people dont live past high standard anymore,1,-1.0,-0.052202797202797205,3,0.5665384615384615
72,honest review real quick youlong wait small plate tiny chair good price good kid tasty get complimentary cotton candy sugar make cotton candy dessert craving comfort japanese wide selection plate ordered various plate omurice point everything else ordinary,4,0.5,0.19999999999999998,3,0.5136363636363637
73,came kenka different phase personal life phase 1 first time new yorker phase 2 feeling difficult nyc phase 3 parttime new york rest time californian phase 1 filled excitement coming new york first navel piercing next kenka st mark came restaurant first time yakisoba cutton candy phase 2 filled fear mental battle living new york came kenka boyfriend lived east village small bite phase 3 filled relief mature enough understand good bad new york getting used fend bad part city revisited good old st mark graphic interior designthe ww2 imperialistic japanese slogan erotic poster favorite omurice kaaragei cherished memory,5,1.0,0.11363636363636365,3,0.5037878787878787
